,Start,End,Comment,AR_IC,LR_IC,DT_IC,RF_IC,XB_IC,AR_HR,LR_HR,DT_HR,RF_HR,XB_HR,AR_RMSFE,LR_RMSFE,DT_RMSFE,RF_RMSFE,XB_RMSFE
1535,NA,NA,Relative to AR:,0,0.02,-0.13,-0.13,-0.17,0,0.07,-0.03,-0.03,0.08,1,1.101526,1.137181,1.112088,1.054126
485,31/08/2006,31/07/2011,Rolling 463,0.16,0.18,0.02,0.02,-0.01,0.52,0.58,0.47,0.47,0.57,0.052406023,0.057716875,0.060009454,0.058395309,0.055374441
1536,NA,NA,Relative to AR:,0,0.02,-0.14,-0.14,-0.17,0,0.06,-0.05,-0.05,0.05,1,1.10134,1.145087,1.114286,1.056643
486,30/09/2006,31/08/2011,Rolling 464,0.17,0.16,0,0,-0.02,0.52,0.57,0.47,0.45,0.55,0.052771228,0.058748966,0.06110762,0.059145169,0.056125214
1537,NA,NA,Relative to AR:,0,-0.01,-0.17,-0.17,-0.19,0,0.05,-0.05,-0.07,0.03,1,1.113276,1.157972,1.120784,1.063557
487,31/10/2006,30/09/2011,Rolling 465,0.19,0.17,0.02,0.02,-0.04,0.52,0.58,0.47,0.47,0.53,0.053195841,0.059146567,0.061322177,0.059254664,0.057206323
1538,NA,NA,Relative to AR:,0,-0.02,-0.17,-0.17,-0.23,0,0.06,-0.05,-0.05,0.01,1,1.111864,1.152763,1.113897,1.075391
488,30/11/2006,31/10/2011,Rolling 466,0.13,0.13,0.03,0.01,-0.03,0.5,0.57,0.47,0.47,0.53,0.055625391,0.061634107,0.062226623,0.061014183,0.058410075
1539,NA,NA,Relative to AR:,0,0,-0.1,-0.12,-0.16,0,0.07,-0.03,-0.03,0.03,1,1.108021,1.118673,1.096876,1.050061
489,31/12/2006,30/11/2011,Rolling 467,0.12,0.13,0.03,0.01,-0.03,0.48,0.57,0.47,0.47,0.52,0.055760831,0.061667451,0.062242071,0.060998179,0.058460094
1540,NA,NA,Relative to AR:,0,0.01,-0.09,-0.11,-0.15,0,0.09,-0.01,-0.01,0.04,1,1.105928,1.116233,1.093925,1.048408
490,31/01/2007,31/12/2011,Rolling 468,0.12,0.13,0.04,0.01,-0.02,0.47,0.57,0.47,0.47,0.52,0.055776406,0.06166175,0.062236864,0.060999669,0.058501834
1542,NA,NA,Relative to AR:,0,0.01,-0.08,-0.11,-0.14,0,0.1,0,0,0.05,1,1.105517,1.115828,1.093646,1.048863
491,28/02/2007,31/01/2012,Rolling 469,0.12,0.14,0.05,0.01,-0.02,0.45,0.57,0.47,0.47,0.52,0.056040354,0.061676834,0.062253925,0.061321539,0.058674169
1543,NA,NA,Relative to AR:,0,0.02,-0.07,-0.11,-0.14,0,0.12,0.02,0.02,0.07,1,1.100579,1.110877,1.094239,1.046999
492,31/03/2007,29/02/2012,Rolling 470,0.13,0.15,0.04,0.02,-0.01,0.47,0.58,0.47,0.47,0.53,0.05605446,0.061549407,0.062663839,0.061368987,0.058591623
1544,NA,NA,Relative to AR:,0,0.02,-0.09,-0.11,-0.14,0,0.11,0,0,0.06,1,1.098029,1.11791,1.09481,1.045262
493,30/04/2007,31/03/2012,Rolling 471,0.13,0.16,0.05,0.03,0,0.48,0.6,0.48,0.47,0.53,0.056122681,0.061462044,0.062543684,0.061401367,0.058615356
1545,NA,NA,Relative to AR:,0,0.03,-0.08,-0.1,-0.13,0,0.12,0,-0.01,0.05,1,1.095137,1.11441,1.094056,1.044415
494,31/05/2007,30/04/2012,Rolling 472,0.13,0.16,0.04,0.03,0,0.47,0.6,0.47,0.47,0.52,0.055971185,0.061435217,0.062559348,0.061199052,0.05850187
1546,NA,NA,Relative to AR:,0,0.03,-0.09,-0.1,-0.13,0,0.13,0,0,0.05,1,1.097622,1.117706,1.093403,1.045214
495,30/06/2007,31/05/2012,Rolling 473,0.13,0.14,0.02,0.02,-0.01,0.47,0.58,0.47,0.47,0.5,0.056440592,0.062369502,0.063542603,0.061610102,0.059208935
1547,NA,NA,Relative to AR:,0,0.01,-0.11,-0.11,-0.14,0,0.11,0,0,0.03,1,1.105047,1.125832,1.091592,1.049049
496,31/07/2007,30/06/2012,Rolling 474,0.12,0.14,0.04,0.04,-0.01,0.47,0.58,0.48,0.48,0.52,0.0567964,0.062431876,0.063448235,0.061514789,0.05917345
1548,NA,NA,Relative to AR:,0,0.02,-0.08,-0.08,-0.13,0,0.11,0.01,0.01,0.05,1,1.099222,1.117117,1.083075,1.041852
497,31/08/2007,31/07/2012,Rolling 475,0.13,0.14,0.04,0.04,0,0.48,0.58,0.5,0.5,0.53,0.056486431,0.06229754,0.063170675,0.061320142,0.058797099
1549,NA,NA,Relative to AR:,0,0.01,-0.09,-0.09,-0.13,0,0.1,0.02,0.02,0.05,1,1.102876,1.118334,1.085573,1.040907
498,30/09/2007,31/08/2012,Rolling 476,0.13,0.14,0.03,0.04,0.01,0.48,0.58,0.48,0.5,0.53,0.056534127,0.062355274,0.063527866,0.061357602,0.058807528
1550,NA,NA,Relative to AR:,0,0.01,-0.1,-0.09,-0.12,0,0.1,0,0.02,0.05,1,1.102967,1.123708,1.08532,1.040213
499,31/10/2007,30/09/2012,Rolling 477,0.12,0.12,0.03,0.03,0,0.48,0.57,0.48,0.5,0.53,0.05652671,0.062246672,0.063527529,0.061422382,0.058812528
1552,NA,NA,Relative to AR:,0,0,-0.09,-0.09,-0.12,0,0.09,0,0.02,0.05,1,1.10119,1.12385,1.086608,1.040438
500,30/11/2007,31/10/2012,Rolling 478,0.12,0.12,0.03,0.03,0,0.47,0.57,0.48,0.48,0.52,0.056611333,0.062266906,0.06360258,0.061512997,0.058926725
1553,NA,NA,Relative to AR:,0,0,-0.09,-0.09,-0.12,0,0.1,0.01,0.01,0.05,1,1.099902,1.123496,1.086584,1.0409
501,31/12/2007,30/11/2012,Rolling 479,0.12,0.11,0.03,0.03,-0.01,0.47,0.55,0.48,0.48,0.52,0.056193348,0.062223488,0.063478364,0.061312959,0.058663101
1554,NA,NA,Relative to AR:,0,-0.01,-0.09,-0.09,-0.13,0,0.08,0.01,0.01,0.05,1,1.107311,1.129642,1.091107,1.043951
502,31/01/2008,31/12/2012,Rolling 480,0.12,0.11,0.03,0.03,-0.01,0.48,0.55,0.48,0.48,0.53,0.056180248,0.062214166,0.06353206,0.061259542,0.058575674
1555,NA,NA,Relative to AR:,0,-0.01,-0.09,-0.09,-0.13,0,0.07,0,0,0.05,1,1.107403,1.130861,1.090411,1.042638
503,29/02/2008,31/01/2013,Rolling 481,0.13,0.11,0.03,0.05,0.01,0.5,0.55,0.48,0.48,0.55,0.055738859,0.062174122,0.063172329,0.060879145,0.057877067
1556,NA,NA,Relative to AR:,0,-0.02,-0.1,-0.08,-0.12,0,0.05,-0.02,-0.02,0.05,1,1.115454,1.133362,1.092221,1.038361
504,31/03/2008,28/02/2013,Rolling 482,0.14,0.1,0.03,0.06,0.01,0.52,0.53,0.48,0.48,0.57,0.055510693,0.062104581,0.063226393,0.060709475,0.057668166
1557,NA,NA,Relative to AR:,0,-0.04,-0.11,-0.08,-0.13,0,0.01,-0.04,-0.04,0.05,1,1.118786,1.138995,1.093654,1.038866
505,30/04/2008,31/03/2013,Rolling 483,0.14,0.11,0.02,0.06,0.01,0.53,0.53,0.47,0.48,0.57,0.055643074,0.062061264,0.063654739,0.060821488,0.05772442
1558,NA,NA,Relative to AR:,0,-0.03,-0.12,-0.08,-0.13,0,0,-0.06,-0.05,0.04,1,1.115346,1.143983,1.093065,1.037405
506,31/05/2008,30/04/2013,Rolling 484,0.14,0.12,0.03,0.07,0.03,0.53,0.55,0.47,0.5,0.58,0.055357304,0.061717812,0.063176276,0.060247921,0.057238647
1559,NA,NA,Relative to AR:,0,-0.02,-0.11,-0.07,-0.11,0,0.02,-0.06,-0.03,0.05,1,1.114899,1.141246,1.088346,1.033985
507,30/06/2008,31/05/2013,Rolling 485,0.14,0.11,0.03,0.07,0.04,0.53,0.53,0.48,0.5,0.58,0.055389944,0.061906282,0.063188456,0.06041161,0.057238057
1560,NA,NA,Relative to AR:,0,-0.03,-0.11,-0.07,-0.1,0,0,-0.05,-0.03,0.05,1,1.117645,1.140793,1.09066,1.033366
508,31/07/2008,30/06/2013,Rolling 486,0.15,0.12,0.02,0.06,0.02,0.53,0.53,0.48,0.48,0.58,0.054091298,0.060765379,0.062661857,0.059672704,0.05613337
1562,NA,NA,Relative to AR:,0,-0.03,-0.13,-0.09,-0.13,0,0,-0.05,-0.05,0.05,1,1.123385,1.158446,1.103185,1.037752
509,31/08/2008,31/07/2013,Rolling 487,0.15,0.11,0,0.08,0.04,0.52,0.52,0.47,0.48,0.6,0.054451469,0.061151068,0.06352475,0.059784461,0.05611547
1563,NA,NA,Relative to AR:,0,-0.04,-0.15,-0.07,-0.11,0,0,-0.05,-0.04,0.08,1,1.123038,1.166631,1.09794,1.030559
510,30/09/2008,31/08/2013,Rolling 488,0.14,0.11,0.01,0.07,0.04,0.52,0.52,0.48,0.48,0.6,0.054767978,0.061345843,0.063320406,0.059905124,0.0564859
1564,NA,NA,Relative to AR:,0,-0.03,-0.13,-0.07,-0.1,0,0,-0.04,-0.04,0.08,1,1.120104,1.156157,1.093798,1.031367
511,31/10/2008,30/09/2013,Rolling 489,0.14,0.09,-0.01,0.06,0.01,0.52,0.5,0.47,0.48,0.6,0.053391599,0.060689814,0.062850467,0.05912473,0.055424306
1565,NA,NA,Relative to AR:,0,-0.05,-0.15,-0.08,-0.13,0,-0.02,-0.05,-0.04,0.08,1,1.136692,1.17716,1.107379,1.038072
512,30/11/2008,31/10/2013,Rolling 490,0.12,0.02,-0.06,0.08,0.02,0.52,0.5,0.47,0.48,0.62,0.048537317,0.057932005,0.05941292,0.054523208,0.049440271
1566,NA,NA,Relative to AR:,0,-0.1,-0.18,-0.04,-0.1,0,-0.02,-0.05,-0.04,0.1,1,1.193556,1.224067,1.123326,1.018603
513,31/12/2008,30/11/2013,Rolling 491,0.07,0.14,-0.07,0.06,0.02,0.52,0.5,0.47,0.48,0.63,0.048110599,0.052407389,0.058811964,0.05406243,0.048314596
1567,NA,NA,Relative to AR:,0,0.07,-0.14,-0.01,-0.05,0,-0.02,-0.05,-0.04,0.11,1,1.089311,1.222433,1.123711,1.00424
514,31/01/2009,31/12/2013,Rolling 492,0.07,0.14,-0.08,0.07,0.02,0.53,0.52,0.47,0.5,0.65,0.048040342,0.051995186,0.058437247,0.051899567,0.047701778
1568,NA,NA,Relative to AR:,0,0.07,-0.15,0,-0.05,0,-0.01,-0.06,-0.03,0.12,1,1.082323,1.21642,1.080333,0.992952
515,28/02/2009,31/01/2014,Rolling 493,0.05,0.07,-0.15,-0.07,-0.14,0.52,0.5,0.47,0.48,0.63,0.047197879,0.052074932,0.058382561,0.052143948,0.048018313
1569,NA,NA,Relative to AR:,0,0.02,-0.2,-0.12,-0.19,0,-0.02,-0.05,-0.04,0.11,1,1.103332,1.236974,1.104794,1.017383
516,31/03/2009,28/02/2014,Rolling 494,-0.09,-0.1,-0.26,-0.25,-0.29,0.52,0.5,0.47,0.48,0.63,0.046274857,0.052137863,0.057939492,0.051902654,0.046605014
1570,NA,NA,Relative to AR:,0,-0.01,-0.17,-0.16,-0.2,0,-0.02,-0.05,-0.04,0.11,1,1.1267,1.252073,1.121617,1.007135
517,30/04/2009,31/03/2014,Rolling 495,0.01,-0.04,-0.21,-0.18,-0.22,0.53,0.5,0.47,0.5,0.65,0.04300821,0.04882787,0.054839483,0.04825107,0.043767688
1572,NA,NA,Relative to AR:,0,-0.05,-0.22,-0.19,-0.23,0,-0.03,-0.06,-0.03,0.12,1,1.135315,1.275093,1.121904,1.017659
518,31/05/2009,30/04/2014,Rolling 496,-0.04,0.01,-0.14,-0.08,-0.04,0.53,0.5,0.47,0.52,0.67,0.04218624,0.04623691,0.050849213,0.044151782,0.039381988
1573,NA,NA,Relative to AR:,0,0.05,-0.1,-0.04,0,0,-0.03,-0.06,-0.01,0.14,1,1.096019,1.205351,1.046592,0.933527
519,30/06/2009,31/05/2014,Rolling 497,-0.08,0.04,-0.1,-0.04,-0.02,0.53,0.5,0.47,0.53,0.67,0.04214717,0.044987165,0.048396542,0.042780508,0.039047578
1574,NA,NA,Relative to AR:,0,0.12,-0.02,0.04,0.06,0,-0.03,-0.06,0,0.14,1,1.067383,1.148275,1.015027,0.926458
520,31/07/2009,30/06/2014,Rolling 498,-0.08,0.03,-0.12,-0.07,-0.03,0.55,0.5,0.45,0.52,0.68,0.042134429,0.044733681,0.048069437,0.042304072,0.039047817
1575,NA,NA,Relative to AR:,0,0.11,-0.04,0.01,0.05,0,-0.05,-0.1,-0.03,0.13,1,1.061689,1.140859,1.004026,0.926744
521,31/08/2009,31/07/2014,Rolling 499,-0.07,0.02,-0.09,-0.03,0.02,0.55,0.48,0.47,0.52,0.67,0.041186436,0.04427007,0.046761971,0.04067133,0.038212777
1576,NA,NA,Relative to AR:,0,0.09,-0.02,0.04,0.09,0,-0.07,-0.08,-0.03,0.12,1,1.07487,1.135373,0.987493,0.9278
522,30/09/2009,31/08/2014,Rolling 500,-0.08,-0.02,-0.09,-0.01,0.03,0.55,0.48,0.47,0.53,0.67,0.041278407,0.043515311,0.0469585,0.040466288,0.038162742
1577,NA,NA,Relative to AR:,0,0.06,-0.01,0.07,0.11,0,-0.07,-0.08,-0.02,0.12,1,1.054191,1.137604,0.980326,0.924521
523,31/10/2009,30/09/2014,Rolling 501,-0.09,-0.07,-0.1,0.01,0.01,0.53,0.47,0.45,0.53,0.65,0.041252193,0.043379886,0.046931865,0.039785133,0.038426029
1578,NA,NA,Relative to AR:,0,0.02,-0.01,0.1,0.1,0,-0.06,-0.08,0,0.12,1,1.051578,1.137682,0.964437,0.931491
524,30/11/2009,31/10/2014,Rolling 502,-0.07,-0.03,-0.08,0.02,0.01,0.55,0.48,0.45,0.53,0.67,0.04107353,0.042439276,0.046465452,0.039699452,0.038248644
1579,NA,NA,Relative to AR:,0,0.04,-0.01,0.09,0.08,0,-0.07,-0.1,-0.02,0.12,1,1.033251,1.131275,0.966546,0.931224
525,31/12/2009,30/11/2014,Rolling 503,-0.05,-0.03,-0.11,0.06,0.03,0.57,0.48,0.43,0.55,0.67,0.040225235,0.04197261,0.046534068,0.038623525,0.03782
1580,NA,NA,Relative to AR:,0,0.02,-0.06,0.11,0.08,0,-0.09,-0.14,-0.02,0.1,1,1.04344,1.156838,0.960181,0.940206
526,31/01/2010,31/12/2014,Rolling 504,-0.06,-0.04,-0.12,0.06,0.03,0.55,0.47,0.42,0.53,0.65,0.040258182,0.042044673,0.046714114,0.038588295,0.037934639
1582,NA,NA,Relative to AR:,0,0.02,-0.06,0.12,0.09,0,-0.08,-0.13,-0.02,0.1,1,1.044376,1.160363,0.958521,0.942284
527,28/02/2010,31/01/2015,Rolling 505,-0.07,-0.03,-0.09,0.03,0.02,0.55,0.47,0.43,0.52,0.65,0.040299659,0.041804954,0.04599035,0.038770458,0.037849374
1583,NA,NA,Relative to AR:,0,0.04,-0.02,0.1,0.09,0,-0.08,-0.12,-0.03,0.1,1,1.037353,1.141209,0.962054,0.939198
528,31/03/2010,28/02/2015,Rolling 506,-0.04,-0.03,-0.06,0.05,0.08,0.57,0.47,0.45,0.53,0.65,0.040196739,0.042133208,0.045661794,0.038856964,0.037823908
1584,NA,NA,Relative to AR:,0,0.01,-0.02,0.09,0.12,0,-0.1,-0.12,-0.04,0.08,1,1.048175,1.135958,0.96667,0.94097
529,30/04/2010,31/03/2015,Rolling 507,-0.04,-0.04,-0.06,0.06,0.09,0.55,0.47,0.43,0.53,0.63,0.039795577,0.041917285,0.045340345,0.03838813,0.03764343
1585,NA,NA,Relative to AR:,0,0,-0.02,0.1,0.13,0,-0.08,-0.12,-0.02,0.08,1,1.053315,1.139331,0.964633,0.94592
530,31/05/2010,30/04/2015,Rolling 508,-0.05,-0.04,-0.06,0.06,0.09,0.55,0.47,0.43,0.52,0.62,0.039794926,0.041962034,0.045352244,0.038546016,0.037663159
1586,NA,NA,Relative to AR:,0,0.01,-0.01,0.11,0.14,0,-0.08,-0.12,-0.03,0.07,1,1.054457,1.139649,0.968616,0.946431
531,30/06/2010,31/05/2015,Rolling 509,-0.06,-0.02,-0.02,0.07,0.09,0.57,0.48,0.45,0.52,0.62,0.038094184,0.040085981,0.042803975,0.03669246,0.035397521
1587,NA,NA,Relative to AR:,0,0.04,0.04,0.13,0.15,0,-0.09,-0.12,-0.05,0.05,1,1.052286,1.123635,0.963204,0.929211
532,31/07/2010,30/06/2015,Rolling 510,-0.19,-0.06,-0.01,0.04,0.06,0.55,0.47,0.45,0.52,0.62,0.038250458,0.040217479,0.042021853,0.036431854,0.034765907
1588,NA,NA,Relative to AR:,0,0.13,0.18,0.23,0.25,0,-0.08,-0.1,-0.03,0.07,1,1.051425,1.098597,0.952455,0.908902
533,31/08/2010,31/07/2015,Rolling 511,-0.12,-0.05,0.04,0.03,0.09,0.57,0.48,0.47,0.52,0.62,0.036381805,0.039350537,0.040496661,0.035673004,0.034010826
1589,NA,NA,Relative to AR:,0,0.07,0.16,0.15,0.21,0,-0.09,-0.1,-0.05,0.05,1,1.081599,1.113102,0.980518,0.934831
534,30/09/2010,31/08/2015,Rolling 512,-0.09,0.01,0.05,0.09,0.04,0.57,0.5,0.47,0.52,0.62,0.036599766,0.038940015,0.040442674,0.03546065,0.034941804
1590,NA,NA,Relative to AR:,0,0.1,0.14,0.18,0.13,0,-0.07,-0.1,-0.05,0.05,1,1.063942,1.104998,0.968876,0.9547
535,31/10/2010,30/09/2015,Rolling 513,-0.02,-0.03,0.04,0.09,0.06,0.57,0.48,0.47,0.52,0.6,0.034460797,0.038360211,0.039820871,0.034211304,0.034256074
1592,NA,NA,Relative to AR:,0,-0.01,0.06,0.11,0.08,0,-0.09,-0.1,-0.05,0.03,1,1.113155,1.155541,0.99276,0.994059
536,30/11/2010,31/10/2015,Rolling 514,-0.02,-0.02,0.08,0.09,0.11,0.57,0.48,0.47,0.52,0.6,0.035457297,0.039178319,0.040048697,0.035264046,0.034762754
1593,NA,NA,Relative to AR:,0,0,0.1,0.11,0.13,0,-0.09,-0.1,-0.05,0.03,1,1.104944,1.129491,0.99455,0.980412
537,31/12/2010,30/11/2015,Rolling 515,-0.01,-0.03,0.08,0.1,0.1,0.57,0.47,0.48,0.52,0.62,0.035430041,0.039053508,0.040042449,0.035220555,0.034790282
1594,NA,NA,Relative to AR:,0,-0.02,0.09,0.11,0.11,0,-0.1,-0.09,-0.05,0.05,1,1.102271,1.130184,0.994087,0.981943
538,31/01/2011,31/12/2015,Rolling 516,0.01,-0.02,0.06,0.09,0.14,0.57,0.47,0.47,0.5,0.6,0.034584636,0.038327484,0.039910606,0.03461632,0.034336413
1595,NA,NA,Relative to AR:,0,-0.03,0.05,0.08,0.13,0,-0.1,-0.1,-0.07,0.03,1,1.108223,1.153998,1.000916,0.992823
539,28/02/2011,31/01/2016,Rolling 517,-0.01,-0.06,0.07,0.09,0.14,0.55,0.45,0.47,0.5,0.58,0.035561663,0.039640414,0.039767271,0.035151998,0.035491393
1596,NA,NA,Relative to AR:,0,-0.05,0.08,0.1,0.15,0,-0.1,-0.08,-0.05,0.03,1,1.114695,1.118262,0.98848,0.998024
540,31/03/2011,29/02/2016,Rolling 518,-0.02,-0.06,0.08,0.1,0.15,0.53,0.45,0.47,0.5,0.58,0.035508507,0.039443869,0.039800857,0.034929065,0.035417303
1597,NA,NA,Relative to AR:,0,-0.04,0.1,0.12,0.17,0,-0.08,-0.06,-0.03,0.05,1,1.110829,1.120882,0.983682,0.997431
541,30/04/2011,31/03/2016,Rolling 519,-0.01,-0.08,0.06,0.1,0.14,0.55,0.43,0.47,0.5,0.6,0.036189047,0.040386174,0.040675769,0.035550246,0.03595453
1598,NA,NA,Relative to AR:,0,-0.07,0.07,0.11,0.15,0,-0.12,-0.08,-0.05,0.05,1,1.115978,1.12398,0.982348,0.99352
542,31/05/2011,30/04/2016,Rolling 520,0,-0.07,0.05,0.11,0.15,0.55,0.43,0.45,0.48,0.6,0.035993823,0.040200382,0.040675099,0.035393793,0.035920805
1599,NA,NA,Relative to AR:,0,-0.07,0.05,0.11,0.15,0,-0.12,-0.1,-0.07,0.05,1,1.116869,1.130058,0.98333,0.997971
543,30/06/2011,31/05/2016,Rolling 521,0,-0.09,0.06,0.09,0.14,0.57,0.42,0.47,0.48,0.62,0.035886479,0.040241547,0.040536903,0.03540589,0.035799734
1600,NA,NA,Relative to AR:,0,-0.09,0.06,0.09,0.14,0,-0.15,-0.1,-0.09,0.05,1,1.121357,1.129587,0.986608,0.997583
544,31/07/2011,30/06/2016,Rolling 522,-0.01,-0.09,0.08,0.1,0.14,0.57,0.42,0.47,0.48,0.63,0.035849852,0.040101925,0.040082104,0.035246322,0.035591382
1602,NA,NA,Relative to AR:,0,-0.08,0.09,0.11,0.15,0,-0.15,-0.1,-0.09,0.06,1,1.118608,1.118055,0.983165,0.99279
545,31/08/2011,31/07/2016,Rolling 523,-0.03,-0.1,0.11,0.12,0.15,0.57,0.4,0.48,0.5,0.65,0.035937814,0.040374732,0.039383462,0.035037015,0.035320321
1603,NA,NA,Relative to AR:,0,-0.07,0.14,0.15,0.18,0,-0.17,-0.09,-0.07,0.08,1,1.123461,1.095878,0.974934,0.982818
546,30/09/2011,31/08/2016,Rolling 524,-0.09,-0.06,0.17,0.14,0.14,0.55,0.4,0.5,0.5,0.65,0.035356561,0.038815806,0.037519924,0.033794555,0.034164323
1604,NA,NA,Relative to AR:,0,0.03,0.26,0.23,0.23,0,-0.15,-0.05,-0.05,0.1,1,1.097839,1.061187,0.955821,0.96628
547,31/10/2011,30/09/2016,Rolling 525,-0.25,-0.12,0.11,-0.03,0.13,0.53,0.38,0.48,0.48,0.65,0.034714799,0.038080375,0.037124435,0.03351198,0.032334285
1605,NA,NA,Relative to AR:,0,0.13,0.36,0.22,0.38,0,-0.15,-0.05,-0.05,0.12,1,1.096949,1.069412,0.965351,0.931427
548,30/11/2011,31/10/2016,Rolling 526,-0.07,-0.03,0.06,0.06,0.17,0.53,0.38,0.47,0.48,0.63,0.03074179,0.03417508,0.035983133,0.030338598,0.030557285
1606,NA,NA,Relative to AR:,0,0.04,0.13,0.13,0.24,0,-0.15,-0.06,-0.05,0.1,1,1.111682,1.170496,0.986885,0.993998
549,31/12/2011,30/11/2016,Rolling 527,-0.04,-0.02,0.08,0.07,0.17,0.55,0.4,0.48,0.5,0.65,0.030549712,0.034138221,0.0359151,0.030440427,0.030483322
1607,NA,NA,Relative to AR:,0,0.02,0.12,0.11,0.21,0,-0.15,-0.07,-0.05,0.1,1,1.117465,1.175628,0.996423,0.997827
550,31/01/2012,31/12/2016,Rolling 528,-0.04,-0.02,0.08,0.06,0.17,0.57,0.38,0.48,0.5,0.65,0.030548624,0.034461655,0.035912599,0.030508419,0.030428792
1608,NA,NA,Relative to AR:,0,0.02,0.12,0.1,0.21,0,-0.19,-0.09,-0.07,0.08,1,1.128092,1.175588,0.998684,0.996077
551,29/02/2012,31/01/2017,Rolling 529,-0.02,-0.06,0.06,0.1,0.19,0.58,0.37,0.48,0.52,0.65,0.0300737,0.034693407,0.035885558,0.029809919,0.030097015
1609,NA,NA,Relative to AR:,0,-0.04,0.08,0.12,0.21,0,-0.21,-0.1,-0.06,0.07,1,1.153613,1.193254,0.991229,1.000775
552,31/03/2012,28/02/2017,Rolling 530,-0.03,-0.08,0.11,0.1,0.19,0.58,0.37,0.5,0.52,0.65,0.030058695,0.034886223,0.034781653,0.029760029,0.030032293
1610,NA,NA,Relative to AR:,0,-0.05,0.14,0.13,0.22,0,-0.21,-0.08,-0.06,0.07,1,1.160603,1.157124,0.990064,0.999122
553,30/04/2012,31/03/2017,Rolling 531,-0.02,-0.1,0.11,0.08,0.2,0.57,0.35,0.5,0.5,0.63,0.02992409,0.034882107,0.034776583,0.029744444,0.030063379
1612,NA,NA,Relative to AR:,0,-0.08,0.13,0.1,0.22,0,-0.22,-0.07,-0.07,0.06,1,1.165686,1.16216,0.993997,1.004655
554,31/05/2012,30/04/2017,Rolling 532,-0.02,-0.12,0.11,0.08,0.19,0.58,0.35,0.5,0.52,0.65,0.029877038,0.034863766,0.034691032,0.029706206,0.029946761
1613,NA,NA,Relative to AR:,0,-0.1,0.13,0.1,0.21,0,-0.23,-0.08,-0.06,0.07,1,1.166908,1.161127,0.994282,1.002334
555,30/06/2012,31/05/2017,Rolling 533,-0.11,-0.08,0.18,0.06,0.16,0.58,0.37,0.52,0.53,0.67,0.028828579,0.033141441,0.032443348,0.028398701,0.028443603
1614,NA,NA,Relative to AR:,0,0.03,0.29,0.17,0.27,0,-0.21,-0.06,-0.05,0.09,1,1.149604,1.125388,0.985088,0.986646
556,31/07/2012,30/06/2017,Rolling 534,-0.05,-0.07,0.16,0.04,0.18,0.6,0.38,0.5,0.53,0.67,0.027876533,0.032647633,0.032438961,0.028300823,0.028269535
1615,NA,NA,Relative to AR:,0,-0.02,0.21,0.09,0.23,0,-0.22,-0.1,-0.07,0.07,1,1.171151,1.163666,1.01522,1.014098
557,31/08/2012,31/07/2017,Rolling 535,-0.05,-0.07,0.16,0.05,0.18,0.6,0.4,0.5,0.53,0.67,0.027890534,0.032518347,0.032441344,0.028289801,0.028260498
1616,NA,NA,Relative to AR:,0,-0.02,0.21,0.1,0.23,0,-0.2,-0.1,-0.07,0.07,1,1.165928,1.163167,1.014316,1.013265
558,30/09/2012,31/08/2017,Rolling 536,-0.04,-0.06,0.18,0.06,0.18,0.58,0.4,0.5,0.53,0.65,0.027811111,0.03238318,0.031732928,0.028162354,0.028350852
1617,NA,NA,Relative to AR:,0,-0.02,0.22,0.1,0.22,0,-0.18,-0.08,-0.05,0.07,1,1.164397,1.141016,1.01263,1.019407
559,31/10/2012,30/09/2017,Rolling 537,-0.02,-0.05,0.17,0.06,0.18,0.58,0.42,0.5,0.52,0.65,0.027690857,0.032045622,0.031743291,0.028139649,0.028335629
1618,NA,NA,Relative to AR:,0,-0.03,0.19,0.08,0.2,0,-0.16,-0.08,-0.06,0.07,1,1.157264,1.146346,1.016207,1.023285
560,30/11/2012,31/10/2017,Rolling 538,-0.04,-0.06,0.17,0.05,0.16,0.6,0.42,0.5,0.53,0.67,0.027564168,0.031979948,0.031683961,0.028058938,0.028108327
1619,NA,NA,Relative to AR:,0,-0.02,0.21,0.09,0.2,0,-0.18,-0.1,-0.07,0.07,1,1.1602,1.149462,1.01795,1.019742
561,31/12/2012,30/11/2017,Rolling 539,-0.06,-0.06,0.18,0.05,0.16,0.62,0.43,0.5,0.53,0.67,0.027658631,0.031935437,0.031690707,0.028137674,0.028053354
1620,NA,NA,Relative to AR:,0,0,0.24,0.11,0.22,0,-0.19,-0.12,-0.09,0.05,1,1.154628,1.14578,1.01732,1.014271
562,31/01/2013,31/12/2017,Rolling 540,-0.07,-0.06,0.18,0.04,0.16,0.62,0.45,0.52,0.55,0.67,0.027645896,0.031918616,0.031416739,0.028102957,0.028088087
1622,NA,NA,Relative to AR:,0,0.01,0.25,0.11,0.23,0,-0.17,-0.1,-0.07,0.05,1,1.154552,1.136398,1.016533,1.015995
563,28/02/2013,31/01/2018,Rolling 541,-0.04,-0.03,0.2,0.04,0.17,0.62,0.45,0.53,0.55,0.67,0.027594884,0.031623303,0.031020371,0.028211439,0.028076977
1623,NA,NA,Relative to AR:,0,0.01,0.24,0.08,0.21,0,-0.17,-0.09,-0.07,0.05,1,1.145984,1.124135,1.022343,1.01747
564,31/03/2013,28/02/2018,Rolling 542,0.02,-0.04,0.2,0.06,0.19,0.6,0.45,0.52,0.53,0.65,0.028107817,0.032176828,0.031344544,0.02876924,0.028915246
